"","transaction_id","trans_group_en","property_usage_en","procedure_name_en","property_sub_type_en","instance_date","area_id","area_name_en","procedure_area","actual_worth","meter_sale_price"
"349743","1-11-2023-3544","Sales","Commercial","Sell","","2023-02-07","350","Al Thanyah Fifth","260.9","631900.0","2422.0"
"349955","1-11-2023-10514","Sales","Commercial","Sell","Shop","2023-04-11","343","Al Warsan First","43.0","361023.0","8395.88"
"350065","1-11-2023-15634","Sales","Commercial","Sell","Office","2023-05-23","526","Business Bay","69.84","925000.0","13244.56"
"350113","1-11-2023-12411","Sales","Commercial","Sell","","2023-04-28","350","Al Thanyah Fifth","690.77","4800000.0","6948.77"
"350179","1-11-2023-41673","Sales","Commercial","Sell","","2023-12-19","343","Al Warsan First","1079.09","6400000.0","5930.92"
"350357","1-11-2023-39972","Sales","Commercial","Sell","","2023-12-08","467","Wadi Al Safa 5","2685.36","10000000.0","3723.9"
"350474","1-11-2023-39046","Sales","Commercial","Sell","","2023-11-28","410","Palm Jumeirah","67.2","278500.0","4144.35"
"350660","1-11-2023-2673","Sales","Commercial","Sell","Office","2023-01-30","350","Al Thanyah Fifth","101.77","1350000.0","13265.21"
"351082","1-11-2023-30097","Sales","Commercial","Sell","Shop","2023-09-20","441","Al Barsha South Fourth","86.43","1522625.0","17616.86"
"351244","1-11-2023-12022","Sales","Commercial","Sell","","2023-04-25","413","World Islands","172849.94","167453552.0","968.78"
"351278","1-11-2023-34349","Sales","Commercial","Sell","","2023-10-25","485","Me'Aisem First","761.45","16000000.0","21012.54"
"351548","1-11-2023-3082","Sales","Commercial","Sell","Office","2023-02-03","526","Business Bay","216.34","1613964.0","7460.31"
"351553","1-11-2023-19367","Sales","Commercial","Sell","Shop","2023-06-19","343","Al Warsan First","52.0","640000.0","12307.69"
"351837","1-11-2023-35830","Sales","Commercial","Sell","Office","2023-11-06","526","Business Bay","37.65","526841.0","13993.12"
"351897","1-11-2023-3569","Sales","Commercial","Sell","","2023-02-08","352","Al Thanayah Fourth","1899.68","33500000.0","17634.55"
"352148","1-11-2023-2327","Sales","Commercial","Sell","","2023-01-26","264","Nad Al Hamar","3697.54","16500000.0","4462.43"
"352681","1-11-2023-35117","Sales","Commercial","Sell","Office","2023-10-31","350","Al Thanyah Fifth","103.32","1100000.0","10646.54"
"352926","1-11-2022-33166","Sales","Commercial","Sell","Office","2023-01-02","526","Business Bay","48.48","610000.0","12582.51"
"353578","1-11-2023-15392","Sales","Commercial","Sell","Office","2023-05-22","526","Business Bay","61.4","605000.0","9853.42"
"354257","1-11-2023-4880","Sales","Commercial","Sell","Office","2023-02-21","526","Business Bay","237.2","3610113.0","15219.7"
"354435","1-11-2023-17950","Sales","Commercial","Sell","","2023-06-08","445","Jabal Ali First","600.0","2400000.0","4000.0"
"354467","1-11-2023-34243","Sales","Commercial","Sell","Office","2023-10-25","444","Al Hebiah First","384.63","2297700.0","5973.79"
"354541","1-11-2023-28553","Sales","Commercial","Sell","Office","2023-09-11","526","Business Bay","82.48","900000.0","10911.74"
"354642","1-11-2023-12264","Sales","Commercial","Sell","Office","2023-04-28","350","Al Thanyah Fifth","141.16","1367487.0","9687.5"
"355547","1-11-2023-16461","Sales","Commercial","Sell","Office","2023-05-29","350","Al Thanyah Fifth","110.46","1188980.0","10763.9"
"356090","1-11-2023-40564","Sales","Commercial","Sell","Office","2023-12-11","526","Business Bay","133.29","1600000.0","12003.9"
"356196","1-11-2023-42450","Sales","Commercial","Sell","Office","2023-12-21","350","Al Thanyah Fifth","104.48","992724.0","9501.57"
"356216","1-11-2023-32509","Sales","Commercial","Sell","","2023-10-10","441","Al Barsha South Fourth","510.08","5650000.0","11076.69"
"356455","1-11-2023-15832","Sales","Commercial","Sell","Office","2023-05-25","350","Al Thanyah Fifth","164.55","1416960.0","8611.12"
"356550","1-11-2023-2961","Sales","Commercial","Sell","","2023-02-01","350","Al Thanyah Fifth","68.95","167000.0","2422.04"
"356808","1-11-2021-808","Sales","Commercial","Sell","","2023-01-13","271","Al Karama","211.35","1820000.0","8611.31"
"356859","1-11-2023-36042","Sales","Commercial","Sell","Office","2023-11-07","350","Al Thanyah Fifth","74.16","2910000.0","39239.48"
"356878","1-11-2023-5083","Sales","Commercial","Sell","Office","2023-02-23","526","Business Bay","117.16","1449302.0","12370.28"
"356912","1-11-2023-29675","Sales","Commercial","Sell","","2023-09-18","410","Palm Jumeirah","1364.01","35000000.0","25659.64"
"357387","1-11-2023-17368","Sales","Commercial","Sell","Shop","2023-06-06","343","Al Warsan First","66.0","700000.0","10606.06"
"357613","1-11-2023-13627","Sales","Commercial","Sell","","2023-05-08","233","Hor Al Anz","232.26","2560000.0","11022.13"
"357760","1-11-2023-43437","Sales","Commercial","Sell","Shop","2023-12-28","343","Al Warsan First","94.77","1217567.0","12847.61"
"357777","1-11-2023-29070","Sales","Commercial","Sell","","2023-09-13","343","Al Warsan First","154.0","1300000.0","8441.56"
"358457","1-11-2023-17818","Sales","Commercial","Sell","","2023-06-07","350","Al Thanyah Fifth","933.03","12900000.0","13825.92"
"358676","1-11-2023-1162","Sales","Commercial","Sell","Office","2023-01-13","350","Al Thanyah Fifth","117.96","1000000.0","8477.45"
"358695","1-11-2023-14419","Sales","Commercial","Sell","","2023-05-15","410","Palm Jumeirah","57.0","236200.0","4143.86"
"358821","1-11-2023-41049","Sales","Commercial","Sell","","2023-12-12","335","Nad Al Shiba First","235.19","3930000.0","16709.89"
"358927","1-11-2023-26366","Sales","Commercial","Sell","","2023-08-22","485","Me'Aisem First","4542.59","32271350.0","7104.17"
"358970","1-11-2023-2015","Sales","Commercial","Sell","","2023-01-24","441","Al Barsha South Fourth","3341.1","15124572.0","4526.82"
"358974","1-11-2023-16292","Sales","Commercial","Sell","Shop","2023-05-29","526","Business Bay","161.3","2950000.0","18288.9"
"359073","1-11-2023-12226","Sales","Commercial","Sell","","2023-04-27","435","Al Hebiah Fourth","674.67","5460000.0","8092.85"
"359286","1-11-2023-16622","Sales","Commercial","Sell","","2023-05-30","441","Al Barsha South Fourth","501.51","3335000.0","6649.92"
"359326","1-11-2023-2336","Sales","Commercial","Sell","","2023-01-26","410","Palm Jumeirah","624.43","24700000.0","39556.08"
"359371","1-11-2023-1834","Sales","Commercial","Sell","Office","2023-01-20","526","Business Bay","54.43","570000.0","10472.17"
"359611","1-11-2023-38010","Sales","Commercial","Sell","","2023-11-21","435","Al Hebiah Fourth","743.07","6550000.0","8814.78"
"359763","1-11-2023-7360","Sales","Commercial","Sell","","2023-03-14","350","Al Thanyah Fifth","557.5","5500000.0","9865.47"
"359840","1-11-2023-4392","Sales","Commercial","Sell","","2023-02-20","465","Wadi Al Safa 3","974.14","9000000.0","9238.92"
"359858","1-11-2023-11082","Sales","Commercial","Sell","Office","2023-04-14","526","Business Bay","53.29","225000.0","4222.18"
"359969","1-11-2023-5679","Sales","Commercial","Sell","Office","2023-02-28","526","Business Bay","146.69","1200000.0","8180.52"
"359990","1-11-2023-6192","Sales","Commercial","Sell","","2023-03-06","350","Al Thanyah Fifth","1001.27","10250000.0","10237.0"
"360104","1-11-2023-8522","Sales","Commercial","Sell","Office","2023-03-22","443","Al Thanyah First","69.39","732060.0","10549.94"
"360319","1-11-2023-32437","Sales","Commercial","Sell","Office","2023-10-10","526","Business Bay","80.12","872526.0","10890.24"
"360691","1-11-2023-16036","Sales","Commercial","Sell","Office","2023-05-25","526","Business Bay","34.12","480000.0","14068.0"
"360719","1-11-2023-22796","Sales","Commercial","Sell","Office","2023-07-18","350","Al Thanyah Fifth","85.84","2050000.0","23881.64"
"360760","1-11-2023-34244","Sales","Commercial","Sell","Office","2023-10-25","444","Al Hebiah First","340.84","2036295.0","5974.34"
"361158","1-11-2023-10231","Sales","Commercial","Sell","","2023-04-06","410","Palm Jumeirah","622.37","27500000.0","44185.93"
"361216","1-11-2023-17029","Sales","Commercial","Sell","","2023-06-01","350","Al Thanyah Fifth","687.29","4800000.0","6983.95"
"361319","1-11-2023-16258","Sales","Commercial","Sell","Office","2023-06-02","350","Al Thanyah Fifth","108.36","641262.0","5917.88"
"361822","1-11-2023-34877","Sales","Commercial","Sell","Shop","2023-10-30","350","Al Thanyah Fifth","70.3","1978635.0","28145.59"
"361849","1-11-2023-14299","Sales","Commercial","Sell","Shop","2023-05-12","409","Al Barshaa South Third","105.67","1364904.0","12916.67"
"362298","1-11-2023-7284","Sales","Commercial","Sell","Office","2023-03-14","350","Al Thanyah Fifth","1.03","9000.0","8737.86"
"362535","1-11-2023-16786","Sales","Commercial","Sell","","2023-05-31","441","Al Barsha South Fourth","1968.73","13000000.0","6603.24"
"362991","1-11-2023-1044","Sales","Commercial","Sell","Office","2023-01-12","350","Al Thanyah Fifth","98.2","1348000.0","13727.09"
"363206","1-11-2023-22414","Sales","Commercial","Sell","","2023-07-17","343","Al Warsan First","156.75","1600000.0","10207.34"
"363354","1-11-2023-27830","Sales","Commercial","Sell","","2023-09-04","352","Al Thanayah Fourth","621.18","6125000.0","9860.27"
"363910","1-11-2023-11464","Sales","Commercial","Sell","Office","2023-04-19","443","Al Thanyah First","80.68","651324.0","8072.93"
"364211","1-11-2023-6468","Sales","Commercial","Sell","","2023-03-07","445","Jabal Ali First","672.0","3530000.0","5252.98"
"364528","1-11-2023-2082","Sales","Commercial","Sell","Shop","2023-01-24","526","Business Bay","43.63","480000.0","11001.6"
"364583","1-11-2023-11475","Sales","Commercial","Sell","Office","2023-04-18","350","Al Thanyah Fifth","73.86","500000.0","6769.56"
"364647","1-11-2023-36934","Sales","Commercial","Sell","Office","2023-11-22","526","Business Bay","20.42","337500.0","16527.91"
"365254","1-11-2023-8071","Sales","Commercial","Sell","","2023-03-20","339","Al Mararr","161.09","4130000.0","25637.84"
"365880","1-11-2023-42977","Sales","Commercial","Sell","Office","2023-12-26","350","Al Thanyah Fifth","74.16","2794673.0","37684.37"
"365974","1-11-2022-33078","Sales","Commercial","Sell","","2023-01-09","239","Al Baraha","182.37","2700000.0","14805.07"
"366079","1-11-2023-23036","Sales","Commercial","Sell","Shop","2023-07-20","343","Al Warsan First","67.0","620000.0","9253.73"
"366484","1-11-2023-2100","Sales","Commercial","Sell","","2023-01-24","410","Palm Jumeirah","58.61","242900.0","4144.34"
"366523","1-11-2023-24349","Sales","Commercial","Sell","","2023-08-02","410","Palm Jumeirah","5230.02","190000000.0","36328.73"
"366539","1-11-2023-28915","Sales","Commercial","Sell","Office","2023-09-12","350","Al Thanyah Fifth","117.76","963000.0","8177.65"
"366566","1-11-2023-24229","Sales","Commercial","Sell","","2023-08-01","410","Palm Jumeirah","119.46","495100.0","4144.48"
"367137","1-11-2023-7846","Sales","Commercial","Sell","Office","2023-03-20","526","Business Bay","188.63","2901116.0","15379.93"
"367298","1-11-2023-18820","Sales","Commercial","Sell","Office","2023-06-15","443","Al Thanyah First","223.93","3133468.0","13993.07"
"367333","1-11-2023-31776","Sales","Commercial","Sell","Shop","2023-10-04","343","Al Warsan First","67.0","663320.0","9900.3"
"367346","1-11-2023-25751","Sales","Commercial","Sell","Office","2023-08-16","443","Al Thanyah First","314.84","3050019.0","9687.52"
"367629","1-11-2023-38479","Sales","Commercial","Sell","Office","2023-11-23","441","Al Barsha South Fourth","142.7","1260000.0","8829.71"
"367776","1-11-2023-27717","Sales","Commercial","Sell","Office","2023-09-01","443","Al Thanyah First","118.53","950000.0","8014.85"
"367833","1-11-2023-9664","Sales","Commercial","Sell","","2023-04-03","350","Al Thanyah Fifth","545.05","4400000.0","8072.65"
"369108","1-11-2023-31864","Sales","Commercial","Sell","","2023-10-04","442","Al Barsha South Fifth","643.79","3000000.0","4659.9"
"369498","1-11-2023-1233","Sales","Commercial","Sell","Office","2023-01-17","350","Al Thanyah Fifth","59.27","647914.0","10931.57"
"369528","1-11-2023-30372","Sales","Commercial","Sell","Office","2023-09-21","526","Business Bay","93.42","1300000.0","13915.65"
"369636","1-11-2023-27367","Sales","Commercial","Sell","","2023-08-29","410","Palm Jumeirah","311.19","9000000.0","28921.24"
"370110","1-11-2023-43150","Sales","Commercial","Sell","Shop","2023-12-28","343","Al Warsan First","184.67","1590216.0","8611.12"
"370178","1-11-2023-33626","Sales","Commercial","Sell","Office","2023-10-20","526","Business Bay","188.56","1564000.0","8294.44"
"370358","1-11-2023-4777","Sales","Commercial","Sell","Office","2023-02-22","526","Business Bay","145.84","2299771.0","15769.14"
"370498","1-11-2023-28243","Sales","Commercial","Sell","Office","2023-09-08","350","Al Thanyah Fifth","157.36","1100000.0","6990.34"
"370771","1-11-2023-38033","Sales","Commercial","Sell","","2023-11-21","352","Al Thanayah Fourth","1113.07","10500000.0","9433.37"
"370841","1-11-2023-15807","Sales","Commercial","Sell","Office","2023-05-24","441","Al Barsha South Fourth","148.18","678916.0","4581.7"
"370885","1-11-2023-8541","Sales","Commercial","Sell","Shop","2023-03-23","343","Al Warsan First","37.9","272000.0","7176.78"
"370924","1-11-2023-25692","Sales","Commercial","Sell","","2023-08-15","350","Al Thanyah Fifth","214.53","519600.0","2422.04"
"371073","1-11-2023-40599","Sales","Commercial","Sell","","2023-12-12","485","Me'Aisem First","345.0","6300000.0","18260.87"
"371292","1-11-2023-24579","Sales","Commercial","Sell","Office","2023-08-03","350","Al Thanyah Fifth","72.51","2740301.0","37792.04"
"371431","1-11-2023-12298","Sales","Commercial","Sell","","2023-04-27","350","Al Thanyah Fifth","847.8","8900000.0","10497.76"
"372015","1-11-2023-2341","Sales","Commercial","Sell","Office","2023-01-26","526","Business Bay","145.81","2140337.0","14678.95"
"372046","1-11-2023-13348","Sales","Commercial","Sell","Office","2023-05-04","390","Burj Khalifa","373.93","10500000.0","28080.12"
"372149","1-11-2023-19572","Sales","Commercial","Sell","Office","2023-06-20","526","Business Bay","109.82","1241195.0","11302.09"
"372290","1-11-2023-586","Sales","Commercial","Sell","Shop","2023-01-06","343","Al Warsan First","58.0","485000.0","8362.07"
"372459","1-11-2023-40705","Sales","Commercial","Sell","Office","2023-12-11","409","Al Barshaa South Third","58.89","590000.0","10018.68"
"372573","1-11-2023-382","Sales","Commercial","Sell","Office","2023-01-05","526","Business Bay","45.81","519300.0","11335.95"
"372773","1-11-2023-34402","Sales","Commercial","Sell","Shop","2023-10-25","343","Al Warsan First","34.0","450000.0","13235.29"
"372789","1-11-2023-37428","Sales","Commercial","Sell","Office","2023-11-16","526","Business Bay","200.14","3059646.0","15287.53"
"373224","1-11-2023-19586","Sales","Commercial","Sell","Shop","2023-06-20","350","Al Thanyah Fifth","485.08","7950069.0","16389.19"
"373418","1-11-2023-8708","Sales","Commercial","Sell","Office","2023-03-23","526","Business Bay","80.36","926744.0","11532.4"
"373422","1-11-2023-41177","Sales","Commercial","Sell","","2023-12-13","237","Al Sabkha","212.93","17500000.0","82186.63"
"373568","1-11-2023-10796","Sales","Commercial","Sell","","2023-04-12","350","Al Thanyah Fifth","153.73","579156.0","3767.36"
"373731","1-11-2023-9844","Sales","Commercial","Sell","Office","2023-04-04","350","Al Thanyah Fifth","117.75","495843.0","4210.98"
"373852","1-11-2023-2786","Sales","Commercial","Sell","","2023-02-01","323","Al Qusais Industrial Fifth","11427.07","23500000.0","2056.52"
"374069","1-11-2023-14977","Sales","Commercial","Sell","","2023-05-18","350","Al Thanyah Fifth","673.54","9500000.0","14104.58"
"374235","1-11-2023-26405","Sales","Commercial","Sell","Office","2023-08-21","526","Business Bay","47.6","550000.0","11554.62"
"374444","1-11-2023-1272","Sales","Commercial","Sell","Shop","2023-01-17","343","Al Warsan First","52.0","389042.0","7481.59"
"375109","1-11-2023-968","Sales","Commercial","Sell","Office","2023-01-12","350","Al Thanyah Fifth","244.06","1644615.0","6738.57"
"375165","1-11-2023-31032","Sales","Commercial","Sell","Office","2023-09-27","526","Business Bay","37.66","680822.0","18078.12"
"375195","1-11-2023-7819","Sales","Commercial","Sell","","2023-03-17","478","Jabal Ali Industrial Second","2735.2","10000000.0","3656.04"
"375727","1-11-2023-27573","Sales","Commercial","Sell","","2023-08-31","484","Nadd Hessa","542.36","3680000.0","6785.16"
"375816","1-11-2023-31314","Sales","Commercial","Sell","Office","2023-09-28","526","Business Bay","41.21","700000.0","16986.17"
"376518","1-11-2023-9376","Sales","Commercial","Sell","","2023-03-30","343","Al Warsan First","2624.39","17500000.0","6668.22"
"376568","1-11-2023-29584","Sales","Commercial","Sell","Shop","2023-09-18","441","Al Barsha South Fourth","66.34","871530.0","13137.32"
"376619","1-11-2023-7020","Sales","Commercial","Sell","","2023-03-13","410","Palm Jumeirah","339.97","13300000.0","39121.1"
"376745","1-11-2023-24839","Sales","Commercial","Sell","","2023-08-07","485","Me'Aisem First","760.0","11650000.0","15328.95"
"377143","1-11-2023-42264","Sales","Commercial","Sell","Office","2023-12-22","526","Business Bay","175.88","2555766.0","14531.31"
